fecha,pais,pais_code,socio,socio_code,exportaciones,importaciones,moneda_original
2024-10,Estados Unidos,US,Austria,AT,430890471.0,1541064659.0,USD
2024-11,Estados Unidos,US,Austria,AT,357165861.0,1480221595.0,USD
2024-12,Estados Unidos,US,Austria,AT,309378703.0,1555979458.0,USD
2025-01,Estados Unidos,US,Austria,AT,472544878.0,1312477387.0,USD
2025-02,Estados Unidos,US,Austria,AT,612987601.0,1270613751.0,USD
2025-03,Estados Unidos,US,Austria,AT,503938682.0,1612844170.0,USD
2025-04,Estados Unidos,US,Austria,AT,474298690.0,1238170572.0,USD
2025-05,Estados Unidos,US,Austria,AT,446736930.0,1365416435.0,USD
2025-06,Estados Unidos,US,Austria,AT,415624124.0,1353902262.0,USD
2025-07,Estados Unidos,US,Austria,AT,292636871.0,1372652310.0,USD
2025-08,Estados Unidos,US,Austria,AT,382777026.0,1211824897.0,USD
2025-09,Estados Unidos,US,Austria,AT,665940909.0,1223257630.0,USD
2025-10,Estados Unidos,US,Austria,AT,387751157.0,1443806338.0,USD
2025-11,Estados Unidos,US,Austria,AT,420867999.0,2682245647.0,USD
2010-01,Estados Unidos,US,Australia,AU,1532914598.0,649259641.0,USD
2010-02,Estados Unidos,US,Australia,AU,1592277010.0,584335342.0,USD
2010-03,Estados Unidos,US,Australia,AU,1929992739.0,740768722.0,USD
2010-04,Estados Unidos,US,Australia,AU,1829834251.0,675718268.0,USD
2010-05,Estados Unidos,US,Australia,AU,1818283643.0,757071609.0,USD
2010-06,Estados Unidos,US,Australia,AU,1770943651.0,701944185.0,USD
2010-07,Estados Unidos,US,Australia,AU,1788478031.0,841320488.0,USD
2010-08,Estados Unidos,US,Australia,AU,1698244275.0,670503346.0,USD
2010-09,Estados Unidos,US,Australia,AU,1974417524.0,742127715.0,USD
2010-10,Estados Unidos,US,Australia,AU,2030030717.0,715524762.0,USD
2010-11,Estados Unidos,US,Australia,AU,1963772297.0,791813091.0,USD
2010-12,Estados Unidos,US,Australia,AU,1875458708.0,712523734.0,USD
2011-01,Estados Unidos,US,Australia,AU,1853573730.0,685237177.0,USD
2011-02,Estados Unidos,US,Australia,AU,1956691905.0,579930086.0,USD
2011-03,Estados Unidos,US,Australia,AU,1987789008.0,857051762.0,USD
2011-04,Estados Unidos,US,Australia,AU,2047285756.0,919240131.0,USD
2011-05,Estados Unidos,US,Australia,AU,2127644644.0,881528656.0,USD
2011-06,Estados Unidos,US,Australia,AU,2283613328.0,801441508.0,USD
2011-07,Estados Unidos,US,Australia,AU,2510492762.0,843290796.0,USD
2011-08,Estados Unidos,US,Australia,AU,2411859138.0,1027218197.0,USD
2011-09,Estados Unidos,US,Australia,AU,2348566145.0,909597046.0,USD
2011-10,Estados Unidos,US,Australia,AU,3009966737.0,833378586.0,USD
2011-11,Estados Unidos,US,Australia,AU,2437508543.0,913216693.0,USD
2011-12,Estados Unidos,US,Australia,AU,2651190628.0,991722751.0,USD
2012-01,Estados Unidos,US,Australia,AU,2312129376.0,734081233.0,USD
2012-02,Estados Unidos,US,Australia,AU,2429596254.0,733375151.0,USD
2012-03,Estados Unidos,US,Australia,AU,2836547857.0,801939877.0,USD
2012-04,Estados Unidos,US,Australia,AU,2352370930.0,753856654.0,USD
2012-05,Estados Unidos,US,Australia,AU,2627291048.0,905896675.0,USD
2012-06,Estados Unidos,US,Australia,AU,2784211913.0,847708701.0,USD
2012-07,Estados Unidos,US,Australia,AU,2814378836.0,769389089.0,USD
2012-08,Estados Unidos,US,Australia,AU,2649606978.0,839211564.0,USD
2012-09,Estados Unidos,US,Australia,AU,2619537676.0,705400597.0,USD
2012-10,Estados Unidos,US,Australia,AU,2624818635.0,811214361.0,USD
2012-11,Estados Unidos,US,Australia,AU,2606409542.0,825916759.0,USD
2012-12,Estados Unidos,US,Australia,AU,2504479768.0,838815598.0,USD
2013-01,Estados Unidos,US,Australia,AU,1985446797.0,803480593.0,USD
2013-02,Estados Unidos,US,Australia,AU,1982621292.0,650350855.0,USD
2013-03,Estados Unidos,US,Australia,AU,2208455653.0,718451421.0,USD
2013-04,Estados Unidos,US,Australia,AU,1986796993.0,916847280.0,USD
2013-05,Estados Unidos,US,Australia,AU,2203060633.0,815734065.0,USD
2013-06,Estados Unidos,US,Australia,AU,2496091619.0,754539382.0,USD
2013-07,Estados Unidos,US,Australia,AU,2278689248.0,814337785.0,USD
2013-08,Estados Unidos,US,Australia,AU,2184532314.0,768350259.0,USD
2013-09,Estados Unidos,US,Australia,AU,2168187530.0,696160320.0,USD
2013-10,Estados Unidos,US,Australia,AU,2246255810.0,766798643.0,USD
2013-11,Estados Unidos,US,Australia,AU,2006925891.0,825296038.0,USD
2013-12,Estados Unidos,US,Australia,AU,2376673564.0,742214686.0,USD
2014-01,Estados Unidos,US,Australia,AU,2142126829.0,799178034.0,USD
2014-02,Estados Unidos,US,Australia,AU,2059205272.0,680775835.0,USD
2014-03,Estados Unidos,US,Australia,AU,2132472660.0,804392323.0,USD
2014-04,Estados Unidos,US,Australia,AU,2289603031.0,929090228.0,USD
2014-05,Estados Unidos,US,Australia,AU,2118413182.0,939331286.0,USD
2014-06,Estados Unidos,US,Australia,AU,2133134179.0,865811253.0,USD
2014-07,Estados Unidos,US,Australia,AU,2443366122.0,855880993.0,USD
2014-08,Estados Unidos,US,Australia,AU,2413432988.0,1027334956.0,USD
2014-09,Estados Unidos,US,Australia,AU,2423519700.0,909751318.0,USD
2014-10,Estados Unidos,US,Australia,AU,2411084675.0,1010853519.0,USD
2014-11,Estados Unidos,US,Australia,AU,2130517868.0,925304016.0,USD
2014-12,Estados Unidos,US,Australia,AU,1984863854.0,949618588.0,USD
2015-01,Estados Unidos,US,Australia,AU,1967925691.0,917697371.0,USD
2015-02,Estados Unidos,US,Australia,AU,1793333007.0,817101924.0,USD
2015-03,Estados Unidos,US,Australia,AU,2147670572.0,891579833.0,USD
2015-04,Estados Unidos,US,Australia,AU,2041578429.0,937432741.0,USD
2015-05,Estados Unidos,US,Australia,AU,2215049332.0,1007301058.0,USD
2015-06,Estados Unidos,US,Australia,AU,2062655574.0,918678668.0,USD
2015-07,Estados Unidos,US,Australia,AU,2574186686.0,917058010.0,USD
2015-08,Estados Unidos,US,Australia,AU,2143211975.0,991182662.0,USD
2015-09,Estados Unidos,US,Australia,AU,2099286563.0,996374103.0,USD
2015-10,Estados Unidos,US,Australia,AU,1979115355.0,864717988.0,USD
2015-11,Estados Unidos,US,Australia,AU,2080368236.0,790785807.0,USD
